0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
1.16,0.00
1.67,0.00
1.80,0.00
2.00,0.00
2.12,0.00
2.23,0.00
2.36,0.00
2.32,0.00
2.43,0.00
2.54,0.00
2.62,0.00
2.72,0.00
2.76,0.00
2.80,0.00
2.89,0.00
2.96,0.00
3.03,0.00
3.05,0.00
3.19,0.00
3.28,0.00
3.29,0.00
3.40,0.00
3.45,0.00
3.51,0.00
3.60,0.00
3.65,0.00
3.68,0.00
3.71,0.00
3.80,0.00
3.90,0.00
3.92,0.00
3.93,0.00
4.03,0.00
4.12,0.00
4.12,0.00
4.21,0.00
4.26,0.00
4.30,0.00
4.36,0.00
4.48,0.19
4.54,0.27
4.60,0.29
4.65,0.27
4.69,0.31
4.78,0.33
4.79,0.31
4.86,0.34
4.89,0.32
4.92,0.28
4.96,0.39
5.01,0.36
5.07,0.32
5.18,0.32
5.25,0.37
5.31,0.37
5.36,0.31
5.43,0.33
5.49,0.36
5.58,0.33
5.60,0.37
5.68,0.35
5.76,0.39
5.83,0.38
5.85,0.43
5.88,0.42
5.92,0.39
5.98,0.49
6.07,0.45
6.11,0.50
6.16,0.45
6.19,0.54
