0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
1.05,0.00
1.71,0.00
1.87,0.00
2.03,0.00
2.17,0.00
2.26,0.00
2.36,0.00
2.44,0.00
2.52,0.00
2.59,0.00
2.66,0.00
2.76,0.00
2.80,0.00
2.88,0.00
2.94,0.00
2.99,0.00
3.07,0.00
3.15,0.00
3.23,0.00
3.29,0.00
3.38,0.00
3.45,0.00
3.51,0.00
3.58,0.09
3.69,0.23
3.75,0.31
3.82,0.33
3.88,0.30
3.94,0.49
3.97,0.41
4.07,0.28
4.10,0.27
4.17,0.44
4.27,0.41
4.29,0.45
4.34,0.37
4.37,0.34
4.44,0.46
4.49,0.36
4.57,0.23
4.61,0.43
4.66,0.38
4.70,0.37
4.76,0.23
4.83,0.40
4.86,0.40
