0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
1.31,0.00
1.74,0.00
1.87,0.00
2.08,0.00
2.14,0.00
2.26,0.00
2.35,0.00
2.41,0.00
2.52,0.00
2.60,0.00
2.66,0.00
2.75,0.00
2.81,0.00
2.91,0.00
2.94,0.00
3.01,0.00
3.06,0.00
3.15,0.00
3.23,0.00
3.29,0.00
3.35,0.00
3.42,0.00
3.49,0.00
3.58,0.00
3.65,0.00
3.73,0.00
3.74,0.00
3.83,0.00
3.89,0.00
3.87,0.00
3.94,0.00
4.00,0.00
4.06,0.00
4.12,0.00
4.22,0.00
4.24,0.00
4.31,0.00
4.37,0.00
4.38,0.00
4.47,0.00
4.51,0.00
4.57,0.00
4.61,0.00
4.66,0.00
4.74,0.00
4.78,0.00
4.82,0.00
4.87,0.00
4.88,0.00
4.95,0.00
5.02,0.00
5.11,0.00
5.15,0.00
5.23,0.00
5.27,0.00
5.36,0.00
5.41,0.00
5.50,0.00
5.55,0.00
5.64,0.00
5.69,0.00
5.77,0.00
