0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.89,0.00
1.61,0.00
1.80,0.00
1.95,0.00
2.07,0.00
2.16,0.00
2.29,0.00
2.38,0.00
2.38,0.00
2.49,0.00
2.53,0.00
2.65,0.00
2.68,0.00
2.75,0.00
2.83,0.00
2.89,0.00
2.95,0.00
3.00,0.00
3.09,0.00
3.15,0.00
3.30,0.00
3.35,0.00
3.36,0.00
3.47,0.00
3.57,0.00
3.55,0.00
3.64,0.00
3.68,0.00
3.78,0.00
3.84,0.00
3.90,0.00
3.96,0.00
4.02,0.00
4.06,0.00
4.15,0.00
4.19,0.00
4.25,0.00
4.28,0.00
4.32,0.00
4.39,0.00
4.47,0.00
4.51,0.00
4.56,0.00
4.61,0.00
4.65,0.00
4.72,0.00
4.72,0.00
4.74,0.00
4.81,0.00
4.84,0.00
4.90,0.00
4.91,0.00
5.10,0.38
5.22,0.36
5.28,0.41
5.36,0.44
5.39,0.45
5.49,0.46
5.51,0.46
5.51,0.48
5.68,0.47
5.73,0.45
5.78,0.45
5.82,0.52
5.84,0.56
5.92,0.55
5.92,0.50
6.01,0.52
